,Other,10/11/14. 03:52 PM.,800 BLOCK E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 04:02 PM.,1100 BLOCK HILL ST ANN ARBOR,Details
,Other,10/11/14. 03:46 PM.,HILL ST & TAPPAN ST ANN ARBOR,Details
,Other,10/11/14. 05:07 PM.,700 BLOCK OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 03:57 PM.,800 BLOCK TAPPAN ST ANN ARBOR,Details
,Other,10/11/14. 03:50 PM.,800 BLOCK PACKARD ST ANN ARBOR,Details
,Other,10/11/14. 03:50 PM.,800 BLOCK TAPPAN ST ANN ARBOR,Details
,Other,10/11/14. 04:29 PM.,800 BLOCK HILL ST ANN ARBOR,Details
,Other,10/11/14. 05:26 PM.,HILL ST & OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 04:11 PM.,800 BLOCK E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 05:23 PM.,800 BLOCK E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 05:03 PM.,800 BLOCK S DIVISION ST ANN ARBOR,Details
,Other,10/11/14. 03:56 PM.,800 BLOCK E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 06:48 PM.,900 BLOCK S STATE ST ANN ARBOR,Details
,Other,10/11/14. 05:33 PM.,800 BLOCK E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 04:08 PM.,800 BLOCK E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 04:13 PM.,1200 BLOCK E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 04:04 PM.,800 BLOCK E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 05:22 PM.,800 BLOCK OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 05:24 PM.,800 BLOCK OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 05:04 PM.,1100 BLOCK HILL ST ANN ARBOR,Details
,Other,10/11/14. 03:59 PM.,800 BLOCK E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 03:52 PM.,1500 BLOCK S UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 06:49 PM.,900 BLOCK S STATE ST ANN ARBOR,Details
,Other,10/11/14. 05:54 PM.,900 BLOCK S STATE ST ANN ARBOR,Details
,Other,10/11/14. 04:21 PM.,900 BLOCK GREENWOOD AVE ANN ARBOR,Details
,Other,10/11/14. 03:00 PM.,900 BLOCK GREENWOOD AVE ANN ARBOR,Details
,Other,10/11/14. 02:53 PM.,1500 BLOCK S STATE ST ANN ARBOR,Details
,Other,10/11/14. 03:27 PM.,800 BLOCK E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 03:26 PM.,700 BLOCK S FOREST AVE ANN ARBOR,Details
,Other,10/11/14. 03:35 PM.,800 BLOCK CHURCH ANN ARBOR,Details
,Other,10/11/14. 03:24 PM.,800 BLOCK TAPPAN ST ANN ARBOR,Details
,Other,10/11/14. 05:01 PM.,HILL ST & OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 02:52 PM.,800 BLOCK E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 03:44 PM.,700 BLOCK ARCH ST ANN ARBOR,Details
,Other,10/11/14. 03:38 PM.,900 BLOCK OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 03:12 PM.,1000 BLOCK OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 03:37 PM.,900 BLOCK OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 03:32 PM.,1200 BLOCK HILL ST ANN ARBOR,Details
,Other,10/11/14. 02:56 PM.,800 BLOCK TAPPAN ST ANN ARBOR,Details
,Other,10/11/14. 03:11 PM.,1000 BLOCK OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 03:25 PM.,900 BLOCK OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 03:25 PM.,800 BLOCK TAPPAN ST ANN ARBOR,Details
,Other,10/11/14. 03:17 PM.,900 BLOCK S STATE ST ANN ARBOR,Details
,Other,10/11/14. 03:05 PM.,1000 BLOCK HILL ST ANN ARBOR,Details
,Other,10/11/14. 02:53 PM.,1000 BLOCK VAUGHN ST ANN ARBOR,Details
,Other,10/11/14. 02:55 PM.,1300 BLOCK HILL ST ANN ARBOR,Details
,Other,10/11/14. 03:02 PM.,700 BLOCK S STATE ST ANN ARBOR,Details
,Other,10/11/14. 03:36 PM.,E UNIVERSITY AVE & HILL ST ANN ARBOR,Details
,Other,10/11/14. 03:43 PM.,800 BLOCK E UNIVERSITY AVE ANN ARBOR,Details
,Vandalism,10/11/14. 09:00 AM.,900 BLOCK S MAIN ST ANN ARBOR,Details
,Other,10/11/14. 03:37 PM.,1200 BLOCK HILL ST ANN ARBOR,Details
,Other,10/11/14. 02:33 PM.,OAKLAND AVE & E UNIVERSITY AVE ANN ARBOR,Details
,Theft,10/11/14. 06:00 PM.,900 BLOCK VICTORS WAY ANN ARBOR,Details
,Other,10/11/14. 02:10 AM.,900 BLOCK DEWEY AVE ANN ARBOR,Details
,Other,10/11/14. 12:18 AM.,400 BLOCK N INGALLS ST ANN ARBOR,Details
,Theft,10/11/14. 10:00 PM.,400 BLOCK RYAN RD ANN ARBOR,Details
,Other,10/11/14. 04:34 PM.,1000 BLOCK OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 02:37 PM.,400 BLOCK PACKARD ST ANN ARBOR,Details
,Other,10/11/14. 04:56 PM.,1100 BLOCK HILL ST ANN ARBOR,Details
,Other,10/11/14. 04:54 PM.,400 BLOCK HILL ST ANN ARBOR,Details
,Other,10/11/14. 04:45 PM.,800 BLOCK TAPPAN ST ANN ARBOR,Details
,Other,10/11/14. 04:42 PM.,1000 BLOCK CHURCH ST ANN ARBOR,Details
,Other,10/11/14. 12:09 AM.,500 BLOCK S FIFTH AVE ANN ARBOR,Details
,Other,10/11/14. 01:26 AM.,WASHTENAW AVE & HILL ST ANN ARBOR,Details
,Other,10/11/14. 04:38 PM.,900 BLOCK OAKLAND AVE ANN ARBOR,Details
,Theft,10/11/14. 02:14 PM.,3500 BLOCK WASHTENAW AVE ANN ARBOR,Details
,Other,10/11/14. 04:40 PM.,900 BLOCK OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 04:35 PM.,800 BLOCK E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 04:34 PM.,800 BLOCK E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 04:32 PM.,900 BLOCK OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 12:20 AM.,300 BLOCK S STATE ST ANN ARBOR,Details
,Other,10/11/14. 04:45 PM.,900 BLOCK OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 02:42 PM.,900 BLOCK GREENWOOD AVE ANN ARBOR,Details
,Assault,10/11/14. 12:22 AM.,3000 BLOCK VALENCIA CIR ANN ARBOR,Details
,Other,10/11/14. 02:50 PM.,800 BLOCK E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 02:46 PM.,800 BLOCK E UNIVERSITY AVE ANN ARBOR,Details
,Theft,10/11/14. 04:45 PM.,800 BLOCK BROOKWOOD PL ANN ARBOR,Details
,Arrest,10/11/14. 03:03 AM.,S UNIVERSITY AVE & WASHTENAW AVE ANN ARBOR,Details
,Theft,10/11/14. 04:38 PM.,400 BLOCK S MAPLE RD ANN ARBOR,Details
,Theft,10/11/14. 09:13 PM.,300 BLOCK E LIBERTY ST ANN ARBOR,Details
,Vandalism,10/11/14. 06:15 AM.,700 BLOCK E. ANN ANN ARBOR,Details
,Vandalism,10/11/14. 10:02 AM.,2100 BLOCK MEDFORD RD ANN ARBOR,Details
,Assault,10/11/14. 08:13 PM.,600 BLOCK E WILLIAM ANN ARBOR,Details
,Theft,10/11/14. 09:13 PM.,300 BLOCK OF E LIBERTY ST ANN ARBOR,Details
,Theft,10/11/14. 12:00 PM.,900 BLOCK OF S FOREST AVE ANN ARBOR,Details
,Assault,10/11/14. 07:12 PM.,1300 BLOCK OF CAMBRIDGE ANN ARBOR,Details
,Assault,10/11/14. 02:52 PM.,100 BLOCK OF ALLEN DR ANN ARBOR,Details
,Assault,10/11/14. 12:22 AM.,3000 BLOCK OF VALENCIA CIR ANN ARBOR,Details
,Theft,10/11/14. 02:14 PM.,3500 BLOCK OF WASHTENAW AVE ANN ARBOR,Details
,Theft,10/11/14. 02:56 AM.,2600 BLOCK OF ANN ARBOR SALINE RD ANN ARBOR,Details
,Theft,10/11/14. 07:32 PM.,S FIFTH AVE AND JOHN ST ANN ARBOR,Details
,Other,10/11/14. 06:58 PM.,200 BLOCK OF N MAIN ST ANN ARBOR,Details
,Other,10/11/14. 06:57 PM.,900 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 06:56 PM.,900 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 06:50 PM.,900 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 06:49 PM.,S DIVISION ST AND E HOOVER AVE ANN ARBOR,Details
,Other,10/11/14. 06:48 PM.,900 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 06:42 PM.,400 BLOCK OF HILL ST ANN ARBOR,Details
,Other,10/11/14. 06:39 PM.,900 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 06:34 PM.,S STATE ST AND PACKARD ST ANN ARBOR,Details
,Other,10/11/14. 06:30 PM.,900 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 06:21 PM.,900 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 06:19 PM.,900 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 06:17 PM.,900 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 06:05 PM.,900 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 05:56 PM.,900 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 05:54 PM.,900 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 05:52 PM.,1100 BLOCK OF OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 05:45 PM.,700 BLOCK OF HILL ST ANN ARBOR,Details
,Other,10/11/14. 05:31 PM.,S UNIVERSITY AVE AND WASHTENAW AVE ANN ARBOR,Details
,Other,10/11/14. 05:24 PM.,800 BLOCK OF OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 05:22 PM.,800 BLOCK OF OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 05:07 PM.,700 BLOCK OF OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 05:03 PM.,800 BLOCK OF HILL ST ANN ARBOR,Details
,Other,10/11/14. 05:03 PM.,800 BLOCK OF S DIVISION ST ANN ARBOR,Details
,Other,10/11/14. 05:01 PM.,HILL ST AND OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 04:56 PM.,1100 BLOCK OF HILL ST ANN ARBOR,Details
,Other,10/11/14. 04:54 PM.,400 BLOCK OF HILL ST ANN ARBOR,Details
,Other,10/11/14. 04:45 PM.,800 BLOCK OF TAPPAN ST ANN ARBOR,Details
,Other,10/11/14. 04:45 PM.,900 BLOCK OF OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 04:38 PM.,900 BLOCK OF OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 04:29 PM.,800 BLOCK OF HILL ST ANN ARBOR,Details
,Other,10/11/14. 04:24 PM.,E UNIVERSITY AVE AND OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 04:21 PM.,900 BLOCK OF GREENWOOD AVE ANN ARBOR,Details
,Other,10/11/14. 04:16 PM.,800 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 04:04 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 04:01 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 03:57 PM.,800 BLOCK OF TAPPAN ST ANN ARBOR,Details
,Other,10/11/14. 03:52 PM.,1500 BLOCK OF S UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 03:50 PM.,800 BLOCK OF PACKARD ST ANN ARBOR,Details
,Other,10/11/14. 03:46 PM.,HILL ST AND TAPPAN ST ANN ARBOR,Details
,Other,10/11/14. 03:44 PM.,HILL ST AND CHURCH ST ANN ARBOR,Details
,Other,10/11/14. 03:44 PM.,700 BLOCK OF ARCH ST ANN ARBOR,Details
,Other,10/11/14. 03:38 PM.,900 BLOCK OF OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 03:36 PM.,E UNIVERSITY AVE AND HILL ST ANN ARBOR,Details
,Other,10/11/14. 03:26 PM.,700 BLOCK OF S FOREST AVE ANN ARBOR,Details
,Other,10/11/14. 03:25 PM.,900 BLOCK OF OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 03:06 PM.,900 BLOCK OF GREENWOOD AVE ANN ARBOR,Details
,Other,10/11/14. 03:02 PM.,700 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 03:00 PM.,900 BLOCK OF GREENWOOD AVE ANN ARBOR,Details
,Other,10/11/14. 02:53 PM.,1000 BLOCK OF VAUGHN ST ANN ARBOR,Details
,Other,10/11/14. 02:46 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 02:42 PM.,900 BLOCK OF GREENWOOD AVE ANN ARBOR,Details
,Other,10/11/14. 02:37 PM.,400 BLOCK OF PACKARD ST ANN ARBOR,Details
,Other,10/11/14. 12:20 AM.,300 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 06:43 PM.,900 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 06:11 PM.,900 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 05:26 PM.,HILL ST AND OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 05:11 PM.,HILL ST AND TAPPAN ST ANN ARBOR,Details
,Other,10/11/14. 05:11 PM.,OAKLAND AVE AND E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 04:35 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 04:34 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 04:32 PM.,900 BLOCK OF OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 04:25 PM.,1000 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 04:24 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 04:21 PM.,800 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 03:37 PM.,900 BLOCK OF OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 03:37 PM.,1200 BLOCK OF HILL ST ANN ARBOR,Details
,Other,10/11/14. 03:32 PM.,1200 BLOCK OF HILL ST ANN ARBOR,Details
,Other,10/11/14. 03:27 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 03:25 PM.,800 BLOCK OF TAPPAN ST ANN ARBOR,Details
,Other,10/11/14. 03:17 PM.,900 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 03:12 PM.,1000 BLOCK OF OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 03:11 PM.,1000 BLOCK OF OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 03:05 PM.,1000 BLOCK OF HILL ST ANN ARBOR,Details
,Other,10/11/14. 02:56 PM.,800 BLOCK OF TAPPAN ST ANN ARBOR,Details
,Other,10/11/14. 02:53 PM.,1500 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 02:52 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 02:50 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 02:33 PM.,OAKLAND AVE AND E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 01:26 AM.,WASHTENAW AVE AND HILL ST ANN ARBOR,Details
,Assault,10/11/14. 08:13 PM.,600 BLOCK OF E WILLIAM ANN ARBOR,Details
,Assault,10/11/14. 08:30 AM.,2900 BLOCK OF E WHITTIER CT ANN ARBOR,Details
,Assault,10/11/14. 05:30 PM.,1400 BLOCK OF SUNSET RD ANN ARBOR,Details
,Theft,10/11/14. 10:00 PM.,400 BLOCK OF RYAN RD ANN ARBOR,Details
,Arrest,10/11/14. 03:03 AM.,S UNIVERSITY AVE AND WASHTENAW AVE ANN ARBOR,Details
,Other,10/11/14. 06:49 PM.,900 BLOCK OF S STATE ST ANN ARBOR,Details
,Other,10/11/14. 06:28 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 05:33 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 05:23 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 04:22 PM.,800 BLOCK OF TAPPAN ST ANN ARBOR,Details
,Other,10/11/14. 04:13 PM.,1200 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 04:08 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 04:02 PM.,1100 BLOCK OF HILL ST ANN ARBOR,Details
,Other,10/11/14. 03:56 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 03:52 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 03:50 PM.,800 BLOCK OF TAPPAN ST ANN ARBOR,Details
,Other,10/11/14. 03:35 PM.,800 BLOCK OF CHURCH ANN ARBOR,Details
,Other,10/11/14. 03:24 PM.,800 BLOCK OF TAPPAN ST ANN ARBOR,Details
,Other,10/11/14. 04:11 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Vandalism,10/11/14. 06:15 AM.,700 BLOCK OF E. ANN ANN ARBOR,Details
,Vandalism,10/11/14. 10:02 AM.,2100 BLOCK OF MEDFORD RD ANN ARBOR,Details
,Vandalism,10/11/14. 09:00 AM.,900 BLOCK OF S MAIN ST ANN ARBOR,Details
,Theft,10/11/14. 04:38 PM.,400 BLOCK OF S MAPLE RD ANN ARBOR,Details
,Arrest,10/11/14. 08:43 PM.,3100 BLOCK OF PACKARD RD ANN ARBOR,Details
,Arrest,10/11/14. 04:24 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 05:04 PM.,1100 BLOCK OF HILL ST ANN ARBOR,Details
,Other,10/11/14. 04:40 PM.,900 BLOCK OF OAKLAND AVE ANN ARBOR,Details
,Other,10/11/14. 03:49 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 03:43 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Other,10/11/14. 02:55 PM.,1300 BLOCK OF HILL ST ANN ARBOR,Details
,Other,10/11/14. 01:46 PM.,800 BLOCK OF E UNIVERSITY ANN ARBOR,Details
,Other,10/11/14. 02:10 AM.,900 BLOCK OF DEWEY AVE ANN ARBOR,Details
,Other,10/11/14. 12:18 AM.,400 BLOCK OF N INGALLS ST ANN ARBOR,Details
,Other,10/11/14. 12:09 AM.,500 BLOCK OF S FIFTH AVE ANN ARBOR,Details
,Other,10/11/14. 03:59 PM.,800 BLOCK OF E UNIVERSITY AVE ANN ARBOR,Details
,Theft,10/11/14. 06:00 PM.,800 BLOCK OF CHURCH ST ANN ARBOR,Details
,Theft,10/11/14. 06:00 PM.,900 BLOCK OF VICTORS WAY ANN ARBOR,Details
,Theft,10/11/14. 04:45 PM.,800 BLOCK OF BROOKWOOD PL ANN ARBOR,Details
A,Theft,10/10/14. 01:10 PM.,400 BLOCK BRIARWOOD CIR ANN ARBOR,Details
B,Theft,10/10/14. 04:16 PM.,300 BLOCK BRIARWOOD CIR ANN ARBOR,Details
C,Theft,10/10/14. 11:44 AM.,300 BLOCK BRIARWOOD CIR ANN ARBOR,Details
D,Other,10/10/14. 11:33 PM.,OAKLAND AVE & CHURCH ST ANN ARBOR,Details
E,Assault,10/10/14. 03:30 AM.,300 BLOCK N ASHLEY ANN ARBOR,Details
F,Theft,10/10/14. 01:30 PM.,2200 BLOCK W STADIUM BLVD ANN ARBOR,Details
G,Theft,10/10/14. 01:30 PM.,2900 BLOCK ST AUBIN ANN ARBOR,Details
H,Theft,10/10/14. 07:00 AM.,900 BLOCK ANN ARBOR ANN ARBOR,Details
I,Assault,10/10/14. 01:37 AM.,S UNIVERSITY AVE & S FOREST AVE ANN ARBOR,Details
J,Other,10/10/14. 10:04 AM.,2600 BLOCK HAMPSHIRE RD ANN ARBOR,Details
K,Other,10/10/14. 09:11 PM.,300 BLOCK E LIBERTY ST ANN ARBOR,Details
L,Vandalism,10/10/14. 09:35 PM.,00 BLOCK BLAIN CT ANN ARBOR,Details
M,Theft,10/10/14. 11:04 AM.,300 BLOCK BRIARWOOD CIR ANN ARBOR,Details
N,Other,10/10/14. 12:44 AM.,S FOREST AVE & WASHTENAW AVE ANN ARBOR,Details
O,Theft,10/10/14. 09:53 AM.,1900 BLOCK STEERE PL ANN ARBOR,Details
P,Burglary,10/10/14. 07:37 PM.,WASHTENAW AVE & PLATT RD ANN ARBOR,Details
Q,Other,10/10/14. 07:37 PM.,WASHTENAW AVE & PLATT RD ANN ARBOR,Details
R,Arrest,10/10/14. 07:37 PM.,WASHTENAW AVE & PLATT RD ANN ARBOR,Details
S,Other,10/10/14. 06:41 PM.,2500 BLOCK HAWTHORN RD ANN ARBOR,Details
T,Theft,10/10/14. 10:15 PM.,1700 BLOCK OF FERNDALE PL ANN ARBOR,Details
U,Theft,10/10/14. 06:42 PM.,2800 BLOCK OF PACKARD ANN ARBOR,Details
V,Theft,10/10/14. 12:51 PM.,1300 BLOCK OF E ANN ST ANN ARBOR,Details
W,Theft,10/10/14. 03:00 AM.,1800 BLOCK OF W LIBERTY ST ANN ARBOR,Details
X,Assault,10/10/14. 01:37 AM.,S UNIVERSITY AVE AND S FOREST AVE ANN ARBOR,Details
Y,Theft,10/10/14. 04:16 PM.,300 BLOCK OF BRIARWOOD CIR ANN ARBOR,Details
Z,Theft,10/10/14. 11:44 AM.,300 BLOCK OF BRIARWOOD CIR ANN ARBOR,Details
,Theft,10/10/14. 11:04 AM.,300 BLOCK OF BRIARWOOD CIR ANN ARBOR,Details
,Theft,10/10/14. 01:10 PM.,400 BLOCK OF BRIARWOOD CIR ANN ARBOR,Details
,Other,10/10/14. 09:11 PM.,300 BLOCK OF E LIBERTY ST ANN ARBOR,Details
,Other,10/10/14. 12:44 AM.,S FOREST AVE AND WASHTENAW AVE ANN ARBOR,Details
,Assault,10/10/14. 03:30 AM.,300 BLOCK OF N ASHLEY ANN ARBOR,Details
,Theft,10/10/14. 09:53 AM.,1900 BLOCK OF STEERE PL ANN ARBOR,Details
,Other,10/10/14. 11:33 PM.,OAKLAND AVE AND CHURCH ST ANN ARBOR,Details
,Vandalism,10/10/14. 09:35 PM.,00 BLOCK OF BLAIN CT ANN ARBOR,Details
,Theft,10/10/14. 01:30 PM.,2200 BLOCK OF W STADIUM BLVD ANN ARBOR,Details
,Other,10/10/14. 06:41 PM.,2500 BLOCK OF HAWTHORN RD ANN ARBOR,Details
,Burglary,10/10/14. 07:37 PM.,WASHTENAW AVE AND PLATT RD ANN ARBOR,Details
,Arrest,10/10/14. 07:37 PM.,WASHTENAW AVE AND PLATT RD ANN ARBOR,Details
,Theft,10/10/14. 01:30 PM.,2900 BLOCK OF ST AUBIN ANN ARBOR,Details
,Theft,10/10/14. 07:00 AM.,900 BLOCK OF ANN ARBOR ANN ARBOR,Details
A,Theft,10/09/14. 04:29 AM.,2700 BLOCK PLYMOUTH RD ANN ARBOR,Details
B,Theft,10/09/14. 03:14 PM.,300 BLOCK S STATE ST ANN ARBOR,Details
C,Assault,10/09/14. 10:30 AM.,400 BLOCK W HURON ST ANN ARBOR,Details
D,Arrest,10/09/14. 01:36 PM.,4000 BLOCK GEDDES RD ANN ARBOR,Details
E,Theft,10/09/14. 12:01 AM.,3500 BLOCK PLYMOUTH RD ANN ARBOR,Details
F,Theft,10/09/14. 10:38 AM.,2700 BLOCK YOST BLVD ANN ARBOR,Details
G,Other,10/09/14. 06:03 AM.,200 BLOCK S STATE ST ANN ARBOR,Details
H,Other,10/09/14. 01:09 PM.,600 BLOCK OXFORD RD ANN ARBOR,Details
I,Vandalism,10/09/14. 03:00 AM.,3200 BLOCK MONUMENT DR ANN ARBOR,Details
J,Other,10/09/14. 10:19 AM.,400 BLOCK S FIRST ST ANN ARBOR,Details
K,Assault,10/09/14. 09:36 PM.,2700 BLOCK PACKARD RD ANN ARBOR,Details
L,Other,10/09/14. 01:36 AM.,1200 BLOCK S UNIVERSITY AVE ANN ARBOR,Details
M,Theft,10/09/14. 05:30 PM.,500 BLOCK SECOND ST ANN ARBOR,Details
N,Theft,10/09/14. 10:44 PM.,300 BLOCK S STATE ST ANN ARBOR,Details
O,Other,10/09/14. 06:03 AM.,200 BLOCK OF S STATE ST ANN ARBOR,Details
P,Theft,10/09/14. 12:00 AM.,3200 BLOCK OF KILBURN PARK CIR ANN ARBOR,Details
Q,Assault,10/09/14. 09:36 PM.,2700 BLOCK OF PACKARD RD ANN ARBOR,Details
R,Theft,10/09/14. 03:14 PM.,300 BLOCK OF S STATE ST ANN ARBOR,Details
S,Assault,10/09/14. 10:30 AM.,400 BLOCK OF W HURON ST ANN ARBOR,Details
T,Theft,10/09/14. 12:01 AM.,3500 BLOCK OF PLYMOUTH RD ANN ARBOR,Details
U,Theft,10/09/14. 05:30 PM.,500 BLOCK OF SECOND ST ANN ARBOR,Details
V,Arrest,10/09/14. 01:36 PM.,4000 BLOCK OF GEDDES RD ANN ARBOR,Details
W,Other,10/09/14. 01:36 AM.,1200 BLOCK OF S UNIVERSITY AVE ANN ARBOR,Details
X,Vandalism,10/09/14. 03:00 AM.,3200 BLOCK OF MONUMENT DR ANN ARBOR,Details
Y,Theft,10/09/14. 04:29 AM.,2700 BLOCK OF PLYMOUTH RD ANN ARBOR,Details
Z,Theft,10/09/14. 10:44 PM.,300 BLOCK OF S STATE ST ANN ARBOR,Details
,Theft,10/09/14. 10:38 AM.,2700 BLOCK OF YOST BLVD ANN ARBOR,Details
A,Assault,10/08/14. 12:27 PM.,STONE SCHOOL RD & E EISENHOWER P ANN ARBOR,Details
B,Theft,10/08/14. 01:30 PM.,300 BLOCK S FIFTH AVE ANN ARBOR,Details
C,Theft,10/08/14. 08:45 AM.,2000 BLOCK GREEN RD ANN ARBOR,Details
D,Assault,10/08/14. 06:47 PM.,100 BLOCK N SEVENTH ST ANN ARBOR,Details
E,Theft,10/08/14. 09:08 PM.,3100 BLOCK WASHTENAW AVE ANN ARBOR,Details
F,Theft,10/08/14. 12:00 PM.,1400 BLOCK KING GEORGE BLVD ANN ARBOR,Details
G,Theft,10/08/14. 02:30 PM.,3300 BLOCK LORRAINE ST ANN ARBOR,Details
H,Theft,10/08/14. 03:52 PM.,2500 BLOCK N MAPLE RD ANN ARBOR,Details
I,Theft,10/08/14. 11:20 PM.,4000 BLOCK GEDDES RD ANN ARBOR,Details
J,Theft,10/08/14. 11:06 AM.,300 BLOCK BRIARWOOD CIR ANN ARBOR,Details
